sale_id,product_id,Price,Quantity,total_amount
856,121,262.82,5.0,1314.1
857,433,233.44,5.0,1167.2
858,601,226.77,5.0,1133.85
859,162,257.31,NULL,NULL
860,357,233.44,NULL,NULL
861,434,226.77,NULL,NULL
862,435,225.18,7.0,1576.26
863,218,233.44,78.0,18208.32
864,237,257.31,78.0,20070.18
865,436,262.82,78.0,20499.96
866,437,257.31,NULL,NULL
867,396,225.18,NULL,NULL
868,438,225.18,NULL,NULL
869,439,133.77,NULL,NULL
870,440,257.31,NULL,NULL
871,254,262.82,NULL,NULL
872,441,225.18,NULL,NULL
873,867,225.18,NULL,NULL
874,442,226.77,NULL,NULL
875,459,262.82,NULL,NULL
876,561,226.77,NULL,NULL
877,630,257.31,NULL,NULL
878,443,233.44,74.0,17274.56
879,287,257.31,59.0,15181.29
880,444,226.77,59.0,13379.43
881,579,257.31,59.0,15181.29
882,74,257.31,NULL,NULL
883,445,262.82,NULL,NULL
884,446,226.77,NULL,NULL
885,884,226.77,NULL,NULL
886,138,18.93,59.0,1116.87
887,447,18.93,59.0,1116.87
888,681,18.93,59.0,1116.87
889,448,257.31,NULL,NULL
890,771,233.44,NULL,NULL
891,84,47.9,NULL,NULL
892,449,47.9,NULL,NULL
893,612,47.9,NULL,NULL
894,368,262.82,NULL,NULL
895,450,257.31,NULL,NULL
896,848,233.44,NULL,NULL
897,227,19.84,NULL,NULL
898,451,19.84,NULL,NULL
899,615,19.84,NULL,NULL
900,452,225.18,NULL,NULL
901,453,233.44,NULL,NULL
902,454,257.31,NULL,NULL
903,455,410.9,NULL,NULL
904,456,257.31,56.0,14409.36
905,880,257.31,56.0,14409.36
906,887,226.77,56.0,12699.12
907,116,257.31,NULL,NULL
908,457,233.44,NULL,NULL
909,235,225.18,NULL,NULL
910,238,225.18,NULL,NULL
911,458,262.82,NULL,NULL
912,778,262.82,NULL,NULL
913,788,226.77,NULL,NULL
914,442,226.77,34.0,7710.18
915,459,262.82,34.0,8935.88
916,561,226.77,34.0,7710.18
917,630,257.31,34.0,8748.54
918,460,59.61,NULL,NULL
919,174,225.18,NULL,NULL
920,461,225.18,NULL,NULL
921,462,226.77,NULL,NULL
922,463,233.44,NULL,NULL
923,857,257.31,NULL,NULL
924,464,453.91,5.0,2269.55
925,470,453.91,5.0,2269.55
926,465,233.44,NULL,NULL
927,716,262.82,NULL,NULL
928,773,225.18,NULL,NULL
929,466,233.44,NULL,NULL
930,244,146.77,5.0,733.85
931,467,146.77,5.0,733.85
932,468,450.53,NULL,NULL
933,425,262.82,84.0,22076.88
934,469,233.44,84.0,19608.96
935,464,257.31,52.0,13380.12
936,470,225.18,52.0,11709.36
937,471,233.44,NULL,NULL
938,472,29.9,NULL,NULL
939,105,113.41,NULL,NULL
940,193,113.41,NULL,NULL
941,290,113.41,NULL,NULL
942,473,113.41,NULL,NULL
943,474,257.31,NULL,NULL
944,673,225.18,NULL,NULL
945,475,233.44,NULL,NULL
946,476,233.44,51.0,11905.44
947,477,262.82,NULL,NULL
948,478,461.19,NULL,NULL
949,479,262.82,NULL,NULL
950,658,257.31,NULL,NULL
951,330,257.31,NULL,NULL
952,480,233.44,NULL,NULL
953,557,233.44,NULL,NULL
954,640,257.31,NULL,NULL
955,481,233.44,NULL,NULL
956,633,225.18,NULL,NULL
957,688,233.44,NULL,NULL
958,482,225.18,NULL,NULL
959,562,233.44,NULL,NULL
960,483,226.77,NULL,NULL
961,808,262.82,NULL,NULL
962,484,233.44,NULL,NULL
963,79,226.77,NULL,NULL
964,485,262.82,NULL,NULL
965,486,262.82,NULL,NULL
966,602,257.31,NULL,NULL
967,487,31.64,NULL,NULL
968,503,31.64,NULL,NULL
969,600,31.64,NULL,NULL
970,488,233.44,72.0,16807.68
971,489,262.82,NULL,NULL
972,541,225.18,NULL,NULL
973,416,327.86,NULL,NULL
974,490,327.86,NULL,NULL
975,896,327.86,NULL,NULL
976,491,290.67,NULL,NULL
977,492,225.18,47.0,10583.46
978,629,257.31,47.0,12093.57
979,851,225.18,47.0,10583.46
980,493,262.82,19.0,4993.58
981,494,257.31,40.0,10292.4
982,891,233.44,40.0,9337.6
983,495,233.44,NULL,NULL
984,556,226.77,NULL,NULL
985,496,262.82,NULL,NULL
986,656,257.31,NULL,NULL
987,753,225.18,NULL,NULL
988,224,400.52,NULL,NULL
989,497,400.52,NULL,NULL
990,786,400.52,NULL,NULL
991,404,225.18,NULL,NULL
992,498,262.82,NULL,NULL
993,499,233.44,49.0,11438.56
994,500,226.77,NULL,NULL
995,190,225.18,NULL,NULL
996,501,225.18,NULL,NULL
997,23,233.44,85.0,19842.4
998,502,225.18,85.0,19140.3
999,487,225.18,90.0,20266.2
1000,503,257.31,90.0,23157.9
1001,600,225.18,90.0,20266.2
1002,504,262.82,NULL,NULL
1003,505,262.82,NULL,NULL
1004,506,450.71,94.0,42366.74
1005,507,225.18,NULL,NULL
1006,508,262.82,NULL,NULL
1007,571,233.44,NULL,NULL
1008,585,262.82,NULL,NULL
1009,509,225.18,NULL,NULL
1010,984,257.31,NULL,NULL
1011,510,257.31,39.0,10035.09
1012,511,226.77,NULL,NULL
1013,512,65.34,NULL,NULL
1014,809,65.34,NULL,NULL
1015,903,65.34,NULL,NULL
1016,513,257.31,NULL,NULL
1017,751,233.44,NULL,NULL
1018,514,226.77,NULL,NULL
1019,515,226.77,43.0,9751.11
1020,516,318.94,NULL,NULL
1021,785,318.94,NULL,NULL
1022,517,257.31,NULL,NULL
1023,720,262.82,NULL,NULL
1024,918,233.44,NULL,NULL
1025,956,225.18,NULL,NULL
1026,518,257.31,NULL,NULL
1027,519,226.77,NULL,NULL
1028,611,225.18,NULL,NULL
1029,520,262.82,14.0,3679.48
1030,590,226.77,14.0,3174.78
1031,734,233.44,14.0,3268.16
1032,834,225.18,14.0,3152.52
1033,978,257.31,14.0,3602.34
1034,67,233.44,NULL,NULL
1035,521,257.31,NULL,NULL
1036,275,262.82,NULL,NULL
1037,522,233.44,NULL,NULL
1038,57,233.44,NULL,NULL
1039,252,233.44,NULL,NULL
1040,523,262.82,NULL,NULL
1041,97,257.31,NULL,NULL
1042,524,257.31,NULL,NULL
1043,22,102.71,NULL,NULL
1044,525,102.71,NULL,NULL
1045,526,262.82,NULL,NULL
1046,527,494.8,70.0,34636.0
1047,933,494.8,70.0,34636.0
1048,133,323.3,94.0,30390.2
1049,272,323.3,94.0,30390.2
1050,528,323.3,94.0,30390.2
1051,407,262.82,55.0,14455.1
1052,529,226.77,55.0,12472.35
1053,855,262.82,55.0,14455.1
1054,113,195.97,67.0,13129.99
1055,183,195.97,67.0,13129.99
1056,530,195.97,67.0,13129.99
1057,835,195.97,67.0,13129.99
1058,249,262.82,40.0,10512.8
1059,336,226.77,40.0,9070.8
1060,531,225.18,40.0,9007.2
1061,873,225.18,40.0,9007.2
1062,6,226.77,NULL,NULL
1063,532,233.44,NULL,NULL
1064,432,225.18,NULL,NULL
1065,533,257.31,NULL,NULL
1066,27,233.44,NULL,NULL
1067,106,257.31,NULL,NULL
1068,534,225.18,NULL,NULL
1069,535,262.82,NULL,NULL
1070,347,233.44,87.0,20309.28
1071,536,262.82,87.0,22865.34
1072,635,226.77,87.0,19728.99
1073,671,225.18,87.0,19590.66
1074,537,226.77,NULL,NULL
1075,250,318.42,NULL,NULL
1076,341,318.42,NULL,NULL
1077,538,318.42,NULL,NULL
1078,539,226.77,NULL,NULL
1079,540,257.31,NULL,NULL
1080,489,262.82,21.0,5519.22
1081,541,225.18,21.0,4728.78
1082,426,352.87,NULL,NULL
1083,542,352.87,NULL,NULL
1084,543,226.77,98.0,22223.46
1085,937,225.18,98.0,22067.64
1086,544,226.77,NULL,NULL
1087,545,262.82,NULL,NULL
1088,134,233.44,0.0,0.0
1089,546,225.18,0.0,0.0
1090,547,225.18,34.0,7656.12
1091,661,225.18,34.0,7656.12
1092,236,233.44,NULL,NULL
1093,382,233.44,NULL,NULL
1094,548,257.31,NULL,NULL
1095,869,262.82,NULL,NULL
1096,549,225.18,65.0,14636.7
1097,550,126.34,51.0,6443.34
1098,583,126.34,51.0,6443.34
1099,551,316.64,NULL,NULL
1100,958,316.64,NULL,NULL
1101,552,257.31,NULL,NULL
1102,553,225.18,NULL,NULL
1103,554,233.44,NULL,NULL
1104,807,233.44,NULL,NULL
1105,555,226.77,9.0,2040.93
1106,495,233.44,NULL,NULL
1107,556,226.77,NULL,NULL
1108,330,257.31,NULL,NULL
1109,480,233.44,NULL,NULL
1110,557,233.44,NULL,NULL
1111,640,257.31,NULL,NULL
1112,151,109.51,100.0,10951.0
1113,271,109.51,100.0,10951.0
1114,558,109.51,100.0,10951.0
1115,103,233.44,NULL,NULL
1116,559,226.77,NULL,NULL
1117,560,194.07,NULL,NULL
1118,442,226.77,NULL,NULL
1119,459,262.82,NULL,NULL
1120,561,226.77,NULL,NULL
1121,630,257.31,NULL,NULL
1122,482,70.97,47.0,3335.59
1123,562,70.97,47.0,3335.59
1124,563,226.77,6.0,1360.62
1125,564,262.82,26.0,6833.32
1126,565,257.31,NULL,NULL
1127,566,77.02,NULL,NULL
1128,735,77.02,NULL,NULL
1129,567,262.82,NULL,NULL
1130,752,262.82,NULL,NULL
1131,117,258.42,NULL,NULL
1132,568,258.42,NULL,NULL
1133,864,258.42,NULL,NULL
1134,569,225.18,NULL,NULL
1135,49,226.77,NULL,NULL
1136,293,226.77,NULL,NULL
1137,570,262.82,NULL,NULL
1138,508,223.71,97.0,21699.87
1139,571,223.71,97.0,21699.87
1140,585,223.71,97.0,21699.87
1141,381,262.82,NULL,NULL
1142,572,257.31,NULL,NULL
1143,573,225.18,NULL,NULL
1144,856,233.44,NULL,NULL
1145,574,17.74,NULL,NULL
1146,150,282.25,NULL,NULL
1147,575,282.25,NULL,NULL
1148,913,282.25,NULL,NULL
1149,576,46.6,3.0,139.8
1150,922,46.6,3.0,139.8
1151,948,46.6,3.0,139.8
1152,577,225.18,NULL,NULL
1153,663,257.31,NULL,NULL
1154,767,225.18,NULL,NULL
1155,828,257.31,NULL,NULL
1156,578,233.44,NULL,NULL
1157,863,225.18,NULL,NULL
1158,287,257.31,NULL,NULL
1159,444,226.77,NULL,NULL
1160,579,257.31,NULL,NULL
1161,580,262.82,NULL,NULL
1162,728,257.31,NULL,NULL
1163,581,262.82,NULL,NULL
1164,733,226.77,NULL,NULL
1165,256,257.31,NULL,NULL
1166,582,257.31,NULL,NULL
1167,550,262.82,46.0,12089.72
1168,583,262.82,46.0,12089.72
1169,584,226.77,NULL,NULL
1170,508,262.82,23.0,6044.86
1171,571,233.44,23.0,5369.12
1172,585,262.82,23.0,6044.86
1173,586,262.82,NULL,NULL
1174,737,226.77,NULL,NULL
1175,587,215.75,NULL,NULL
1176,588,233.44,NULL,NULL
1177,589,257.31,30.0,7719.3
1178,870,262.82,30.0,7884.6
1179,520,262.82,12.0,3153.84
1180,590,226.77,12.0,2721.24
1181,734,233.44,12.0,2801.28
1182,834,225.18,12.0,2702.16
1183,978,257.31,12.0,3087.72
1184,591,319.83,NULL,NULL
1185,949,319.83,NULL,NULL
1186,592,286.73,65.0,18637.45
1187,895,286.73,65.0,18637.45
1188,378,480.05,NULL,NULL
1189,593,480.05,NULL,NULL
1190,594,226.77,NULL,NULL
1191,595,225.18,NULL,NULL
1192,35,233.44,NULL,NULL
1193,274,262.82,NULL,NULL
1194,596,225.18,NULL,NULL
1195,176,233.44,NULL,NULL
1196,597,226.77,NULL,NULL
1197,384,226.77,20.0,4535.4
1198,598,225.18,20.0,4503.6
1199,604,225.18,20.0,4503.6
1200,660,262.82,20.0,5256.4
1201,599,257.31,NULL,NULL
1202,999,257.31,NULL,NULL
1203,487,225.18,NULL,NULL
1204,503,257.31,NULL,NULL
1205,600,225.18,NULL,NULL
1206,121,318.93,NULL,NULL
1207,433,318.93,NULL,NULL
1208,601,318.93,NULL,NULL
1209,486,262.82,NULL,NULL
1210,602,257.31,NULL,NULL
1211,603,492.42,53.0,26098.26
1212,950,492.42,53.0,26098.26
1213,384,226.77,NULL,NULL
1214,598,225.18,NULL,NULL
1215,604,225.18,NULL,NULL
1216,660,262.82,NULL,NULL
1217,605,262.82,NULL,NULL
1218,397,437.54,NULL,NULL
1219,606,437.54,NULL,NULL
1220,607,7.07,NULL,NULL
1221,924,7.07,NULL,NULL
1222,608,233.44,NULL,NULL
1223,609,257.31,NULL,NULL
1224,868,257.31,NULL,NULL
1225,610,257.31,7.0,1801.17
1226,976,257.31,7.0,1801.17
1227,519,69.5,NULL,NULL
1228,611,69.5,NULL,NULL
1229,84,225.18,NULL,NULL
1230,449,225.18,NULL,NULL
1231,612,262.82,NULL,NULL
1232,613,262.82,NULL,NULL
1233,614,298.75,NULL,NULL
1234,227,233.44,47.0,10971.68
1235,451,226.77,47.0,10658.19
1236,615,262.82,47.0,12352.54
1237,616,225.18,64.0,14411.52
1238,672,257.31,64.0,16467.84
1239,769,233.44,64.0,14940.16
1240,364,257.31,91.0,23415.21
1241,617,262.82,91.0,23916.62
1242,775,233.44,91.0,21243.04
1243,402,262.82,22.0,5782.04
1244,618,233.44,22.0,5135.68
1245,619,34.21,52.0,1778.92
1246,874,34.21,52.0,1778.92
1247,48,366.83,NULL,NULL
1248,118,366.83,NULL,NULL
1249,620,366.83,NULL,NULL
1250,339,90.05,NULL,NULL
1251,621,90.05,NULL,NULL
1252,66,229.46,NULL,NULL
1253,215,229.46,NULL,NULL
1254,622,229.46,NULL,NULL
1255,623,262.82,92.0,24179.44
1256,624,257.31,51.0,13122.81
1257,376,233.44,NULL,NULL
1258,625,262.82,NULL,NULL
1259,626,233.44,NULL,NULL
1260,805,225.18,NULL,NULL
1261,627,225.18,NULL,NULL
1262,628,257.31,NULL,NULL
1263,492,225.18,NULL,NULL
1264,629,257.31,NULL,NULL
1265,851,225.18,NULL,NULL
1266,442,226.77,33.0,7483.41
1267,459,262.82,33.0,8673.06
1268,561,226.77,33.0,7483.41
1269,630,257.31,33.0,8491.23
1270,209,257.31,NULL,NULL
1271,631,225.18,NULL,NULL
1272,694,233.44,NULL,NULL
1273,632,444.38,97.0,43104.86
1274,481,220.41,50.0,11020.5
1275,633,220.41,50.0,11020.5
1276,688,220.41,50.0,11020.5
1277,634,233.44,NULL,NULL
1278,347,233.44,NULL,NULL
1279,536,262.82,NULL,NULL
1280,635,226.77,NULL,NULL
1281,671,225.18,NULL,NULL
1282,636,27.84,2.0,55.68
1283,399,309.53,65.0,20119.45
1284,637,309.53,65.0,20119.45
1285,638,233.44,NULL,NULL
1286,639,257.31,NULL,NULL
1287,330,408.17,NULL,NULL
1288,480,408.17,NULL,NULL
1289,557,408.17,NULL,NULL
1290,640,408.17,NULL,NULL
1291,371,233.44,NULL,NULL
1292,641,226.77,NULL,NULL
1293,395,257.31,NULL,NULL
1294,642,233.44,NULL,NULL
1295,78,113.27,NULL,NULL
1296,385,113.27,NULL,NULL
1297,643,113.27,NULL,NULL
1298,129,72.12,NULL,NULL
1299,644,72.12,NULL,NULL
1300,645,257.31,4.0,1029.24
1301,820,233.44,4.0,933.76
1302,216,15.65,NULL,NULL
1303,646,15.65,NULL,NULL
1304,766,15.65,NULL,NULL
1305,647,233.44,81.0,18908.64
1306,648,226.77,NULL,NULL
1307,649,262.82,90.0,23653.8
1308,139,226.77,NULL,NULL
1309,650,233.44,NULL,NULL
1310,964,262.82,NULL,NULL
1311,7,225.18,NULL,NULL
1312,651,262.82,NULL,NULL
1313,652,257.31,36.0,9263.16
1314,945,225.18,36.0,8106.48
1315,653,257.31,NULL,NULL
1316,790,225.18,NULL,NULL
1317,654,226.77,NULL,NULL
1318,784,225.18,NULL,NULL
1319,655,225.18,7.0,1576.26
1320,862,233.44,7.0,1634.08
1321,496,262.82,53.0,13929.46
1322,656,257.31,53.0,13637.43
1323,753,225.18,53.0,11934.54
1324,315,365.13,NULL,NULL
1325,657,365.13,NULL,NULL
1326,678,365.13,NULL,NULL
1327,960,365.13,NULL,NULL
1328,479,262.82,54.0,14192.28
1329,658,257.31,54.0,13894.74
1330,333,233.44,NULL,NULL
1331,659,225.18,NULL,NULL
1332,384,226.77,NULL,NULL
1333,598,225.18,NULL,NULL
1334,604,225.18,NULL,NULL
1335,660,262.82,NULL,NULL
1336,547,225.18,NULL,NULL
1337,661,225.18,NULL,NULL
1338,662,428.93,NULL,NULL
1339,729,428.93,NULL,NULL
1340,577,225.18,NULL,NULL
1341,663,257.31,NULL,NULL
1342,767,225.18,NULL,NULL
1343,828,257.31,NULL,NULL
1344,664,233.44,11.0,2567.84
1345,665,226.77,33.0,7483.41
1346,666,226.77,NULL,NULL
1347,755,226.77,NULL,NULL
1348,171,225.18,NULL,NULL
1349,667,225.18,NULL,NULL
1350,52,233.44,NULL,NULL
1351,144,257.31,NULL,NULL
1352,400,262.82,NULL,NULL
1353,668,225.18,NULL,NULL
1354,921,225.18,NULL,NULL
1355,255,36.74,NULL,NULL
1356,669,36.74,NULL,NULL
1357,670,262.82,NULL,NULL
1358,347,233.44,NULL,NULL
1359,536,262.82,NULL,NULL
1360,635,226.77,NULL,NULL
1361,671,225.18,NULL,NULL
1362,616,225.18,NULL,NULL
1363,672,257.31,NULL,NULL
1364,769,233.44,NULL,NULL
1365,474,254.53,NULL,NULL
1366,673,254.53,NULL,NULL
1367,674,226.77,NULL,NULL
1368,675,149.63,NULL,NULL
1369,798,149.63,NULL,NULL
1370,92,225.18,NULL,NULL
1371,98,226.77,NULL,NULL
1372,676,226.77,NULL,NULL
1373,369,85.08,NULL,NULL
1374,677,85.08,NULL,NULL
1375,315,225.18,NULL,NULL
1376,657,233.44,NULL,NULL
1377,678,262.82,NULL,NULL
1378,960,257.31,NULL,NULL
1379,679,403.95,41.0,16561.95
1380,343,226.77,NULL,NULL
1381,680,226.77,NULL,NULL
1382,914,226.77,NULL,NULL
1383,138,226.77,43.0,9751.11
1384,447,225.18,43.0,9682.74
1385,681,233.44,43.0,10037.92
1386,682,226.77,NULL,NULL
1387,740,225.18,NULL,NULL
1388,683,257.31,NULL,NULL
1389,684,257.31,NULL,NULL
1390,685,327.63,NULL,NULL
1391,191,335.14,NULL,NULL
1392,686,335.14,NULL,NULL
1393,687,225.18,NULL,NULL
1394,481,233.44,NULL,NULL
1395,633,225.18,NULL,NULL
1396,688,233.44,NULL,NULL
1397,689,233.44,NULL,NULL
1398,690,330.73,26.0,8598.98
1399,691,257.31,NULL,NULL
1400,692,225.18,NULL,NULL
1401,823,225.18,NULL,NULL
1402,693,262.82,20.0,5256.4
1403,209,186.85,NULL,NULL
1404,631,186.85,NULL,NULL
1405,694,186.85,NULL,NULL
1406,695,226.77,NULL,NULL
1407,758,257.31,NULL,NULL
1408,418,225.18,40.0,9007.2
1409,696,226.77,40.0,9070.8
1410,221,233.44,NULL,NULL
1411,697,225.18,NULL,NULL
1412,698,257.31,NULL,NULL
1413,188,233.44,22.0,5135.68
1414,699,225.18,22.0,4953.96
1415,700,257.31,NULL,NULL
1416,926,225.18,NULL,NULL
1417,701,226.77,77.0,17461.29
1418,702,225.18,31.0,6980.58
1419,703,257.31,NULL,NULL
1420,975,226.77,NULL,NULL
1421,704,233.44,NULL,NULL
1422,73,432.25,14.0,6051.5
1423,705,432.25,14.0,6051.5
1424,706,458.22,NULL,NULL
1425,707,495.36,NULL,NULL
1426,182,225.18,NULL,NULL
1427,708,233.44,NULL,NULL
1428,1,257.31,NULL,NULL
1429,709,233.44,NULL,NULL
1430,815,233.44,NULL,NULL
1431,710,233.44,57.0,13306.08
1432,711,11.47,62.0,711.14
1433,898,11.47,62.0,711.14
1434,379,226.77,NULL,NULL
1435,712,257.31,NULL,NULL
1436,802,257.31,NULL,NULL
1437,713,387.78,22.0,8531.16
1438,893,387.78,22.0,8531.16
1439,714,262.82,96.0,25230.72
1440,919,257.31,96.0,24701.76
1441,715,225.18,NULL,NULL
1442,930,225.18,NULL,NULL
1443,465,233.44,36.0,8403.84
1444,716,262.82,36.0,9461.52
1445,773,225.18,36.0,8106.48
1446,717,262.82,NULL,NULL
1447,158,283.93,NULL,NULL
1448,204,283.93,NULL,NULL
1449,430,283.93,NULL,NULL
1450,718,283.93,NULL,NULL
1451,420,379.18,NULL,NULL
1452,719,379.18,NULL,NULL
1453,517,257.31,NULL,NULL
1454,720,262.82,NULL,NULL
1455,918,233.44,NULL,NULL
1456,956,225.18,NULL,NULL
1457,394,39.92,NULL,NULL
1458,721,39.92,NULL,NULL
1459,722,262.82,49.0,12878.18
1460,723,262.82,NULL,NULL
1461,137,10.88,33.0,359.04
1462,724,10.88,33.0,359.04
1463,142,336.9,NULL,NULL
1464,725,336.9,NULL,NULL
1465,742,336.9,NULL,NULL
1466,40,225.18,NULL,NULL
1467,726,233.44,NULL,NULL
1468,727,233.44,13.0,3034.72
1469,580,262.82,NULL,NULL
1470,728,257.31,NULL,NULL
1471,662,226.77,NULL,NULL
1472,729,257.31,NULL,NULL
1473,180,226.77,NULL,NULL
1474,424,257.31,NULL,NULL
1475,730,225.18,NULL,NULL
1476,886,262.82,NULL,NULL
1477,178,262.82,25.0,6570.5
1478,363,233.44,25.0,5836.0
1479,367,257.31,25.0,6432.75
1480,731,225.18,25.0,5629.5
1481,732,226.77,NULL,NULL
1482,581,262.82,NULL,NULL
1483,733,226.77,NULL,NULL
1484,520,262.82,NULL,NULL
1485,590,226.77,NULL,NULL
1486,734,233.44,NULL,NULL
1487,834,225.18,NULL,NULL
1488,978,257.31,NULL,NULL
1489,566,257.31,71.0,18269.01
1490,735,257.31,71.0,18269.01
1491,736,225.18,NULL,NULL
1492,586,101.26,NULL,NULL
1493,737,101.26,NULL,NULL
1494,738,262.82,NULL,NULL
1495,859,225.18,NULL,NULL
1496,739,225.18,7.0,1576.26
1497,682,226.77,NULL,NULL
1498,740,225.18,NULL,NULL
1499,741,233.44,NULL,NULL
1500,142,262.82,NULL,NULL
1501,725,226.77,NULL,NULL
1502,742,226.77,NULL,NULL
1503,334,225.18,NULL,NULL
1504,743,225.18,NULL,NULL
1505,155,118.98,83.0,9875.34
1506,744,118.98,83.0,9875.34
1507,745,180.21,NULL,NULL
1508,746,226.77,49.0,11111.73
1509,991,233.44,49.0,11438.56
1510,283,257.31,NULL,NULL
1511,747,226.77,NULL,NULL
1512,354,423.87,NULL,NULL
1513,748,423.87,NULL,NULL
1514,68,93.25,NULL,NULL
1515,211,93.25,NULL,NULL
1516,749,93.25,NULL,NULL
1517,415,88.08,73.0,6429.84
1518,750,88.08,73.0,6429.84
1519,513,257.31,38.0,9777.78
1520,751,233.44,38.0,8870.72
1521,567,262.82,NULL,NULL
1522,752,262.82,NULL,NULL
1523,496,262.82,57.0,14980.74
1524,656,257.31,57.0,14666.67
1525,753,225.18,57.0,12835.26
1526,754,257.31,NULL,NULL
1527,666,226.77,NULL,NULL
1528,755,226.77,NULL,NULL
1529,756,225.18,NULL,NULL
1530,757,262.82,NULL,NULL
1531,821,226.77,NULL,NULL
1532,695,495.53,98.0,48561.94
1533,758,495.53,98.0,48561.94
1534,759,257.31,NULL,NULL
1535,760,226.77,79.0,17914.83
1536,761,262.82,NULL,NULL
1537,109,233.44,NULL,NULL
1538,762,226.77,NULL,NULL
1539,260,226.77,NULL,NULL
1540,370,225.18,NULL,NULL
1541,763,233.44,NULL,NULL
1542,377,226.77,NULL,NULL
1543,764,262.82,NULL,NULL
1544,765,447.2,NULL,NULL
1545,216,262.82,NULL,NULL
1546,646,257.31,NULL,NULL
1547,766,225.18,NULL,NULL
1548,577,225.18,38.0,8556.84
1549,663,257.31,38.0,9777.78
1550,767,225.18,38.0,8556.84
1551,828,257.31,38.0,9777.78
1552,157,458.07,NULL,NULL
1553,768,458.07,NULL,NULL
1554,616,225.18,NULL,NULL
1555,672,257.31,NULL,NULL
1556,769,233.44,NULL,NULL
1557,408,257.31,NULL,NULL
1558,770,233.44,NULL,NULL
1559,448,257.31,NULL,NULL
1560,771,233.44,NULL,NULL
1561,772,233.44,18.0,4201.92
1562,465,24.56,NULL,NULL
1563,716,24.56,NULL,NULL
1564,773,24.56,NULL,NULL
1565,774,225.18,29.0,6530.22
1566,973,262.82,29.0,7621.78
1567,364,257.31,NULL,NULL
1568,617,262.82,NULL,NULL
1569,775,233.44,NULL,NULL
1570,776,262.82,73.0,19185.86
1571,947,257.31,73.0,18783.63
1572,9,225.18,NULL,NULL
1573,777,262.82,NULL,NULL
1574,936,262.82,NULL,NULL
1575,235,261.54,NULL,NULL
1576,238,261.54,NULL,NULL
1577,458,261.54,NULL,NULL
1578,778,261.54,NULL,NULL
1579,788,261.54,NULL,NULL
1580,779,225.18,NULL,NULL
1581,837,257.31,NULL,NULL
1582,780,262.82,NULL,NULL
1583,781,262.82,NULL,NULL
1584,782,233.44,NULL,NULL
1585,783,257.31,19.0,4888.89
1586,654,226.77,68.0,15420.36
1587,784,225.18,68.0,15312.24
1588,516,226.77,NULL,NULL
1589,785,262.82,NULL,NULL
1590,224,198.08,86.0,17034.88
1591,497,198.08,86.0,17034.88
1592,786,198.08,86.0,17034.88
1593,172,217.21,32.0,6950.72
1594,787,217.21,32.0,6950.72
1595,235,225.18,NULL,NULL
1596,238,225.18,NULL,NULL
1597,458,262.82,NULL,NULL
1598,778,262.82,NULL,NULL
1599,788,226.77,NULL,NULL
1600,789,17.85,NULL,NULL
1601,825,17.85,NULL,NULL
1602,653,257.31,NULL,NULL
1603,790,225.18,NULL,NULL
1604,791,226.77,7.0,1587.39
1605,792,257.31,39.0,10035.09
1606,793,227.76,NULL,NULL
1607,794,233.44,76.0,17741.44
1608,888,262.82,76.0,19974.32
1609,795,251.34,NULL,NULL
1610,813,251.34,NULL,NULL
1611,796,225.18,90.0,20266.2
1612,8,233.44,8.0,1867.52
1613,797,226.77,8.0,1814.16
1614,675,233.44,NULL,NULL
1615,798,233.44,NULL,NULL
1616,125,262.82,34.0,8935.88
1617,799,257.31,34.0,8748.54
1618,917,257.31,34.0,8748.54
1619,288,25.23,NULL,NULL
1620,800,25.23,NULL,NULL
1621,801,97.85,NULL,NULL
1622,899,97.85,NULL,NULL
1623,379,226.77,13.0,2948.01
1624,712,257.31,13.0,3345.03
1625,802,257.31,13.0,3345.03
1626,803,257.31,NULL,NULL
1627,804,226.77,68.0,15420.36
1628,626,233.44,NULL,NULL
1629,805,225.18,NULL,NULL
1630,302,225.18,0.0,0.0
1631,806,257.31,0.0,0.0
1632,554,233.44,73.0,17041.12
1633,807,233.44,73.0,17041.12
1634,483,226.77,NULL,NULL
1635,808,262.82,NULL,NULL
1636,512,225.18,55.0,12384.9
1637,809,257.31,55.0,14152.05
1638,903,233.44,55.0,12839.2
1639,810,226.77,NULL,NULL
1640,811,225.18,NULL,NULL
1641,177,233.44,0.0,0.0
1642,812,233.44,0.0,0.0
1643,795,233.44,76.0,17741.44
1644,813,257.31,76.0,19555.56
1645,65,257.31,60.0,15438.6
1646,814,257.31,60.0,15438.6
1647,986,225.18,60.0,13510.8
1648,1,120.63,4.0,482.52
1649,709,120.63,4.0,482.52
1650,815,120.63,4.0,482.52
1651,816,83.46,59.0,4924.14
1652,817,25.72,52.0,1337.44
1653,818,233.44,95.0,22176.8
1654,819,225.18,NULL,NULL
1655,645,284.8,NULL,NULL
1656,820,284.8,NULL,NULL
1657,757,341.11,31.0,10574.41
1658,821,341.11,31.0,10574.41
1659,822,257.31,NULL,NULL
1660,692,225.18,26.0,5854.68
1661,823,225.18,26.0,5854.68
1662,824,262.82,64.0,16820.48
1663,789,262.82,NULL,NULL
1664,825,226.77,NULL,NULL
1665,826,226.77,48.0,10884.96
1666,827,262.82,11.0,2891.02
1667,577,7.19,NULL,NULL
1668,663,7.19,NULL,NULL
1669,767,7.19,NULL,NULL
1670,828,7.19,NULL,NULL
1671,54,225.18,58.0,13060.44
