sale_id,product_id,Price,Quantity
1352,400,,-5.0
1353,668,,-5.0
1354,921,,-5.0
1355,255,36.74,
1356,669,36.74,
1357,670,,
1358,347,-20.5,-5.0
1359,536,-20.5,-5.0
1360,635,-20.5,-5.0
1361,671,-20.5,-5.0
1362,616,-20.5,-5.0
1363,672,-20.5,-5.0
1364,769,-20.5,-5.0
1365,474,254.53,
1366,673,254.53,
1367,674,,
1368,675,149.63,
1369,798,149.63,
1370,92,,
1371,98,,
1372,676,,
1373,369,85.08,
1374,677,85.08,
1375,315,-20.5,
1376,657,-20.5,
1377,678,-20.5,
1378,960,-20.5,
1379,679,403.95,41.0
1380,343,,-5.0
1381,680,,-5.0
1382,914,,-5.0
1383,138,-20.5,43.0
1384,447,-20.5,43.0
1385,681,-20.5,43.0
1386,682,,
1387,740,,
1388,683,,
1389,684,,
1390,685,327.63,-5.0
1391,191,335.14,
1392,686,335.14,
1393,687,,
1394,481,,-5.0
1395,633,,-5.0
1396,688,,-5.0
1397,689,-20.5,
1398,690,330.73,26.0
1399,691,,
1400,692,,
1401,823,,
1402,693,-20.5,20.0
1403,209,186.85,-5.0
1404,631,186.85,-5.0
1405,694,186.85,-5.0
1406,695,,
1407,758,,
1408,418,,40.0
1409,696,,40.0
1410,221,,
1411,697,,
1412,698,-20.5,
1413,188,-20.5,22.0
1414,699,-20.5,22.0
1415,700,,-5.0
1416,926,,-5.0
1417,701,-20.5,77.0
1418,702,,31.0
1419,703,,-5.0
1420,975,,-5.0
1421,704,,-5.0
1422,73,432.25,14.0
1423,705,432.25,14.0
1424,706,458.22,-5.0
1425,707,495.36,-5.0
1426,182,-20.5,
1427,708,-20.5,
1428,1,,-5.0
1429,709,,-5.0
1430,815,,-5.0
1431,710,,57.0
1432,711,11.47,62.0
1433,898,11.47,62.0
1434,379,-20.5,
1435,712,-20.5,
1436,802,-20.5,
1437,713,387.78,22.0
1438,893,387.78,22.0
1439,714,-20.5,96.0
1440,919,-20.5,96.0
1441,715,,-5.0
1442,930,,-5.0
1443,465,-20.5,36.0
1444,716,-20.5,36.0
1445,773,-20.5,36.0
1446,717,,
1447,158,283.93,
1448,204,283.93,
1449,430,283.93,
1450,718,283.93,
1451,420,379.18,-5.0
1452,719,379.18,-5.0
1453,517,,-5.0
1454,720,,-5.0
1455,918,,-5.0
1456,956,,-5.0
1457,394,39.92,
1458,721,39.92,
1459,722,,49.0
1460,723,,-5.0
1461,137,10.88,33.0
1462,724,10.88,33.0
1463,142,336.9,
1464,725,336.9,
1465,742,336.9,
1466,40,,-5.0
1467,726,,-5.0
1468,727,-20.5,13.0
1469,580,,-5.0
1470,728,,-5.0
1471,662,-20.5,
1472,729,-20.5,
1473,180,,-5.0
1474,424,,-5.0
1475,730,,-5.0
1476,886,,-5.0
1477,178,-20.5,25.0
1478,363,-20.5,25.0
1479,367,-20.5,25.0
1480,731,-20.5,25.0
1481,732,,
1482,581,-20.5,
1483,733,-20.5,
1484,520,,-5.0
1485,590,,-5.0
1486,734,,-5.0
1487,834,,-5.0
1488,978,,-5.0
1489,566,,71.0
1490,735,,71.0
1491,736,,
1492,586,101.26,-5.0
1493,737,101.26,-5.0
1494,738,,-5.0
1495,859,,-5.0
1496,739,,7.0
1497,682,-20.5,-5.0
1498,740,-20.5,-5.0
1499,741,-20.5,
1500,142,-20.5,-5.0
1501,725,-20.5,-5.0
1502,742,-20.5,-5.0
1503,334,-20.5,-5.0
1504,743,-20.5,-5.0
1505,155,118.98,83.0
1506,744,118.98,83.0
1507,745,180.21,-5.0
1508,746,,49.0
1509,991,,49.0
1510,283,,-5.0
1511,747,,-5.0
1512,354,423.87,-5.0
1513,748,423.87,-5.0
1514,68,93.25,
1515,211,93.25,
1516,749,93.25,
1517,415,88.08,73.0
1518,750,88.08,73.0
1519,513,-20.5,38.0
1520,751,-20.5,38.0
1521,567,,-5.0
1522,752,,-5.0
1523,496,,57.0
1524,656,,57.0
1525,753,,57.0
1526,754,,
1527,666,,
1528,755,,
1529,756,,-5.0
1530,757,,-5.0
1531,821,,-5.0
1532,695,495.53,98.0
1533,758,495.53,98.0
1534,759,,
1535,760,-20.5,79.0
1536,761,-20.5,-5.0
1537,109,,
1538,762,,
1539,260,-20.5,-5.0
1540,370,-20.5,-5.0
1541,763,-20.5,-5.0
1542,377,,-5.0
1543,764,,-5.0
1544,765,447.2,-5.0
1545,216,,-5.0
1546,646,,-5.0
1547,766,,-5.0
1548,577,,38.0
1549,663,,38.0
1550,767,,38.0
1551,828,,38.0
1552,157,458.07,-5.0
1553,768,458.07,-5.0
1554,616,-20.5,
1555,672,-20.5,
1556,769,-20.5,
1557,408,-20.5,
1558,770,-20.5,
1559,448,,
1560,771,,
1561,772,,18.0
1562,465,24.56,
1563,716,24.56,
1564,773,24.56,
1565,774,-20.5,29.0
1566,973,-20.5,29.0
1567,364,,
1568,617,,
1569,775,,
1570,776,,73.0
1571,947,,73.0
1572,9,,
1573,777,,
1574,936,,
1575,235,261.54,-5.0
1576,238,261.54,-5.0
1577,458,261.54,-5.0
1578,778,261.54,-5.0
1579,788,261.54,-5.0
1580,779,,
1581,837,,
1582,780,,
1583,781,,
1584,782,,-5.0
1585,783,,19.0
1586,654,,68.0
1587,784,,68.0
1588,516,,-5.0
1589,785,,-5.0
1590,224,198.08,86.0
1591,497,198.08,86.0
1592,786,198.08,86.0
1593,172,217.21,32.0
1594,787,217.21,32.0
1595,235,,-5.0
1596,238,,-5.0
1597,458,,-5.0
1598,778,,-5.0
1599,788,,-5.0
1600,789,17.85,
1601,825,17.85,
1602,653,,-5.0
1603,790,,-5.0
1604,791,,7.0
1605,792,,39.0
1606,793,227.76,
1607,794,,76.0
1608,888,,76.0
1609,795,251.34,
1610,813,251.34,
1611,796,,90.0
1612,8,,8.0
1613,797,,8.0
1614,675,,
1615,798,,
1616,125,-20.5,34.0
1617,799,-20.5,34.0
1618,917,-20.5,34.0
1619,288,25.23,
1620,800,25.23,
1621,801,97.85,
1622,899,97.85,
1623,379,-20.5,13.0
1624,712,-20.5,13.0
1625,802,-20.5,13.0
1626,803,,-5.0
1627,804,,68.0
1628,626,,
1629,805,,
1630,302,-20.5,0.0
1631,806,-20.5,0.0
1632,554,-20.5,73.0
1633,807,-20.5,73.0
1634,483,,-5.0
1635,808,,-5.0
1636,512,-20.5,55.0
1637,809,-20.5,55.0
1638,903,-20.5,55.0
1639,810,-20.5,-5.0
1640,811,-20.5,
1641,177,,0.0
1642,812,,0.0
1643,795,,76.0
1644,813,,76.0
1645,65,,60.0
1646,814,,60.0
1647,986,,60.0
1648,1,120.63,4.0
1649,709,120.63,4.0
1650,815,120.63,4.0
1651,816,83.46,59.0
1652,817,25.72,52.0
1653,818,,95.0
1654,819,-20.5,-5.0
1655,645,284.8,-5.0
1656,820,284.8,-5.0
1657,757,341.11,31.0
1658,821,341.11,31.0
1659,822,,
1660,692,,26.0
1661,823,,26.0
1662,824,-20.5,64.0
1663,789,-20.5,-5.0
1664,825,-20.5,-5.0
1665,826,,48.0
1666,827,-20.5,11.0
1667,577,7.19,
1668,663,7.19,
1669,767,7.19,
1670,828,7.19,
1671,54,,58.0
1672,829,,58.0
1673,830,,-5.0
1674,831,,-5.0
1675,832,331.55,18.0
1676,833,-20.5,
1677,520,-20.5,
1678,590,-20.5,
1679,734,-20.5,
1680,834,-20.5,
1681,978,-20.5,
1682,113,473.08,
1683,183,473.08,
1684,530,473.08,
1685,835,473.08,
1686,836,183.93,
1687,779,,-5.0
1688,837,,-5.0
1689,838,410.85,
1690,996,410.85,
1691,329,,
1692,839,,
1693,840,,89.0
1694,841,,-5.0
1695,842,,
1696,998,,
1697,843,-20.5,-5.0
1698,942,-20.5,-5.0
1699,844,,53.0
1700,845,-20.5,-5.0
1701,16,-20.5,67.0
1702,846,-20.5,67.0
1703,847,-20.5,-5.0
1704,368,,97.0
1705,450,,97.0
1706,848,,97.0
1707,849,170.12,
1708,850,,9.0
1709,492,-20.5,-5.0
1710,629,-20.5,-5.0
1711,851,-20.5,-5.0
1712,281,,-5.0
1713,852,,-5.0
1714,853,,-5.0
1715,854,157.01,32.0
1716,407,,
1717,529,,
1718,855,,
1719,573,136.35,
1720,856,136.35,
1721,463,272.84,
1722,857,272.84,
1723,335,,58.0
1724,858,,58.0
1725,738,,-5.0
1726,859,,-5.0
1727,226,,
1728,860,,
1729,932,,
1730,861,,72.0
1731,987,,72.0
1732,655,81.33,
1733,862,81.33,
1734,578,,-5.0
1735,863,,-5.0
1736,117,,-5.0
1737,568,,-5.0
1738,864,,-5.0
1739,865,-20.5,
1740,971,-20.5,
1741,866,,-5.0
1742,254,,-5.0
1743,441,,-5.0
1744,867,,-5.0
1745,609,-20.5,
1746,868,-20.5,
1747,236,196.91,
1748,382,196.91,
1749,548,196.91,
1750,869,196.91,
1751,589,208.54,70.0
1752,870,208.54,70.0
1753,130,,-5.0
1754,871,,-5.0
1755,192,,
1756,872,,
1757,944,,
1758,249,453.06,-5.0
1759,336,453.06,-5.0
1760,531,453.06,-5.0
1761,873,453.06,-5.0
1762,619,,21.0
1763,874,,21.0
1764,214,,-5.0
1765,875,,-5.0
1766,348,242.22,
1767,876,242.22,
1768,70,-20.5,37.0
1769,877,-20.5,37.0
1770,878,475.19,
1771,879,,
1772,456,190.16,93.0
1773,880,190.16,93.0
1774,887,190.16,93.0
1775,881,,
1776,28,,-5.0
1777,882,,-5.0
1778,173,,79.0
1779,321,,79.0
1780,883,,79.0
1781,446,,1.0
1782,884,,1.0
1783,75,124.32,
1784,349,124.32,
1785,885,124.32,
1786,180,,-5.0
1787,424,,-5.0
1788,730,,-5.0
1789,886,,-5.0
1790,456,,
1791,880,,
1792,887,,
1793,794,172.13,72.0
1794,888,172.13,72.0
1795,889,-20.5,36.0
1796,890,-20.5,-5.0
1797,494,,-5.0
1798,891,,-5.0
1799,892,,
1800,713,374.73,-5.0
1801,893,374.73,-5.0
1802,894,188.07,-5.0
1803,592,,29.0
1804,895,,29.0
1805,416,135.42,45.0
1806,490,135.42,45.0
1807,896,135.42,45.0
1808,64,-20.5,
1809,897,-20.5,
1810,711,-20.5,78.0
1811,898,-20.5,78.0
1812,801,,
1813,899,,
1814,34,,87.0
1815,900,,87.0
1816,108,,
1817,901,,
1818,135,-20.5,0.0
1819,902,-20.5,0.0
1820,512,-20.5,
1821,809,-20.5,
1822,903,-20.5,
1823,904,273.02,
1824,905,,-5.0
1825,911,,-5.0
1826,33,,-5.0
1827,146,,-5.0
1828,307,,-5.0
1829,906,,-5.0
1830,920,,-5.0
1831,907,,
1832,908,,-5.0
1833,320,397.48,19.0
1834,366,397.48,19.0
1835,909,397.48,19.0
1836,5,168.92,
1837,910,168.92,
1838,905,,-5.0
1839,911,,-5.0
1840,21,325.54,-5.0
1841,912,325.54,-5.0
1842,150,476.32,-5.0
1843,575,476.32,-5.0
1844,913,476.32,-5.0
1845,343,,-5.0
1846,680,,-5.0
1847,914,,-5.0
1848,915,,30.0
1849,76,,
1850,916,,
1851,125,-20.5,
1852,799,-20.5,
1853,917,-20.5,
1854,517,-20.5,
1855,720,-20.5,
1856,918,-20.5,
1857,956,-20.5,
1858,714,,-5.0
1859,919,,-5.0
1860,33,,-5.0
1861,146,,-5.0
1862,307,,-5.0
1863,906,,-5.0
1864,920,,-5.0
1865,52,456.72,50.0
1866,144,456.72,50.0
1867,400,456.72,50.0
1868,668,456.72,50.0
1869,921,456.72,50.0
1870,576,,89.0
1871,922,,89.0
1872,948,,89.0
1873,143,-20.5,
1874,923,-20.5,
1875,970,-20.5,
1876,607,,
1877,924,,
1878,925,,52.0
1879,700,203.49,-5.0
1880,926,203.49,-5.0
1881,29,,
1882,927,,
1883,928,294.58,-5.0
1884,261,-20.5,21.0
1885,929,-20.5,21.0
1886,715,,-5.0
1887,930,,-5.0
1888,931,,
1889,226,147.79,34.0
1890,860,147.79,34.0
1891,932,147.79,34.0
1892,527,-20.5,88.0
1893,933,-20.5,88.0
1894,110,,-5.0
1895,934,,-5.0
1896,935,,22.0
1897,9,,-5.0
1898,777,,-5.0
1899,936,,-5.0
1900,543,,-5.0
1901,937,,-5.0
1902,269,-20.5,-5.0
1903,938,-20.5,-5.0
1904,939,,-5.0
1905,30,,
1906,940,,
1907,284,-20.5,
1908,358,-20.5,
1909,941,-20.5,
1910,843,-20.5,
1911,942,-20.5,
1912,392,,-5.0
1913,943,,-5.0
1914,192,-20.5,
1915,872,-20.5,
1916,944,-20.5,
1917,652,,-5.0
1918,945,,-5.0
1919,946,,-5.0
1920,776,,-5.0
1921,947,,-5.0
1922,576,,
1923,922,,
1924,948,,
1925,591,304.23,
1926,949,304.23,
1927,603,339.16,
1928,950,339.16,
1929,951,,3.0
1930,952,475.57,
1931,953,,88.0
1932,10,-20.5,
1933,954,-20.5,
1934,955,,11.0
1935,517,98.6,
1936,720,98.6,
1937,918,98.6,
1938,956,98.6,
1939,308,290.52,
1940,957,290.52,
1941,551,,17.0
1942,958,,17.0
1943,959,,1.0
1944,315,,-5.0
1945,657,,-5.0
1946,678,,-5.0
1947,960,,-5.0
1948,961,-20.5,
1949,962,-20.5,-5.0
1950,963,69.66,-5.0
1951,139,-20.5,
1952,650,-20.5,
1953,964,-20.5,
1954,965,281.81,0.0
1955,24,,
1956,966,,
1957,992,,
1958,967,,
1959,968,-20.5,-5.0
1960,969,-20.5,1.0
1961,972,-20.5,1.0
1962,143,,-5.0
1963,923,,-5.0
1964,970,,-5.0
1965,865,,
1966,971,,
1967,969,336.9,-5.0
1968,972,336.9,-5.0
1969,774,392.01,-5.0
1970,973,392.01,-5.0
1971,127,,
1972,974,,
1973,703,,
1974,975,,
1975,610,380.82,-5.0
1976,976,380.82,-5.0
1977,977,,
1978,520,178.31,
1979,590,178.31,
1980,734,178.31,
1981,834,178.31,
1982,978,178.31,
1983,979,21.0,-5.0
1984,980,,-5.0
1985,36,-20.5,
1986,981,-20.5,
1987,123,,
1988,982,,
1989,181,187.69,-5.0
1990,983,187.69,-5.0
1991,509,,35.0
1992,984,,35.0
1993,309,,46.0
1994,328,,46.0
1995,985,,46.0
1996,65,-20.5,33.0
1997,814,-20.5,33.0
1998,986,-20.5,33.0
1999,861,,
2000,987,,
2001,276,329.78,-5.0
2002,988,329.78,-5.0
2003,989,276.23,6.0
2004,212,,-5.0
2005,990,,-5.0
2006,746,-20.5,-5.0
2007,991,-20.5,-5.0
2008,24,-20.5,-5.0
2009,966,-20.5,-5.0
2010,992,-20.5,-5.0
2011,141,244.41,0.0
2012,993,244.41,0.0
2013,91,424.86,
2014,160,424.86,
2015,994,424.86,
2016,995,,
2017,838,,85.0
2018,996,,85.0
2019,997,125.43,20.0
2020,842,470.79,
2021,998,470.79,
2022,599,,
2023,999,,
2024,1000,,-5.0
