}{sale_id,product_id,category_id,supplier_id,date_id,Quantity,Price,total_amount
416,749,4,2,4,0,365.13,0.0
417,212,1,1,72,74,257.31,19040.94
418,990,5,5,1,74,262.82,19448.68
418,990,5,5,4,74,262.82,19448.68
419,213,5,,1,45,262.82,11826.9
419,213,5,,4,45,262.82,11826.9
420,214,3,1,1,0,226.77,0.0
420,214,3,1,4,0,226.77,0.0
421,875,1,5,292,0,257.31,0.0
422,66,1,4,1,0,257.31,0.0
422,66,1,4,4,0,257.31,0.0
423,215,1,1,1,0,257.31,0.0
423,215,1,1,4,0,257.31,0.0
424,622,2,,1,0,233.44,0.0
424,622,2,,4,0,233.44,0.0
425,216,5,1,73,0,118.45,0.0
426,646,1,1,1,0,118.45,0.0
426,646,1,1,4,0,118.45,0.0
427,766,4,,254,0,118.45,0.0
428,217,5,1,1,0,262.82,0.0
428,217,5,1,4,0,262.82,0.0
429,218,2,2,1,0,233.44,0.0
429,218,2,2,4,0,233.44,0.0
430,237,1,2,1,0,257.31,0.0
430,237,1,2,4,0,257.31,0.0
431,436,5,2,1,0,262.82,0.0
431,436,5,2,4,0,262.82,0.0
432,219,3,2,74,0,226.77,0.0
433,220,2,4,75,0,292.14,0.0
434,221,2,,1,0,233.44,0.0
434,221,2,,4,0,233.44,0.0
435,697,4,5,1,0,225.18,0.0
435,697,4,5,4,0,225.18,0.0
436,222,5,5,1,0,262.82,0.0
436,222,5,5,4,0,262.82,0.0
437,223,2,4,1,0,233.44,0.0
437,223,2,4,4,0,233.44,0.0
438,224,4,2,1,68,225.18,15312.24
438,224,4,2,4,68,225.18,15312.24
439,497,3,,69,68,226.77,15420.36
440,786,5,4,1,68,262.82,17871.76
440,786,5,4,4,68,262.82,17871.76
441,225,4,1,76,0,225.18,0.0
442,226,3,1,1,0,226.77,0.0
442,226,3,1,4,0,226.77,0.0
443,860,1,,287,0,257.31,0.0
444,932,5,5,308,0,262.82,0.0
445,227,2,,1,0,233.44,0.0
445,227,2,,4,0,233.44,0.0
446,451,3,,1,0,226.77,0.0
446,451,3,,4,0,226.77,0.0
447,615,5,5,1,0,262.82,0.0
447,615,5,5,4,0,262.82,0.0
448,228,3,1,1,35,226.77,7936.95
448,228,3,1,4,35,226.77,7936.95
449,229,5,5,77,0,262.82,0.0
450,388,5,4,1,0,262.82,0.0
450,388,5,4,4,0,262.82,0.0
451,230,2,1,78,30,125.04,3751.2
452,231,2,4,1,0,233.44,0.0
452,231,2,4,4,0,233.44,0.0
453,232,5,,1,0,262.82,0.0
453,232,5,,4,0,262.82,0.0
454,319,4,2,1,0,225.18,0.0
454,319,4,2,4,0,225.18,0.0
455,233,1,1,79,0,257.31,0.0
456,200,1,,67,0,257.31,0.0
457,234,2,,1,0,233.44,0.0
457,234,2,,4,0,233.44,0.0
458,235,4,5,1,0,225.18,0.0
458,235,4,5,4,0,225.18,0.0
459,238,4,1,80,0,225.18,0.0
460,458,5,2,1,0,262.82,0.0
460,458,5,2,4,0,262.82,0.0
461,778,5,1,260,0,262.82,0.0
462,788,3,5,262,0,226.77,0.0
463,236,2,,1,0,233.44,0.0
463,236,2,,4,0,233.44,0.0
464,382,2,4,1,0,233.44,0.0
464,382,2,4,4,0,233.44,0.0
465,548,1,,178,0,257.31,0.0
466,869,5,1,1,0,262.82,0.0
466,869,5,1,4,0,262.82,0.0
467,218,2,2,1,55,233.44,12839.2
467,218,2,2,4,55,233.44,12839.2
468,237,1,2,1,55,257.31,14152.05
468,237,1,2,4,55,257.31,14152.05
469,436,5,2,1,55,262.82,14455.1
469,436,5,2,4,55,262.82,14455.1
470,235,4,5,1,0,225.18,0.0
470,235,4,5,4,0,225.18,0.0
471,238,4,1,80,0,225.18,0.0
472,458,5,2,1,0,262.82,0.0
472,458,5,2,4,0,262.82,0.0
473,778,5,1,260,0,262.82,0.0
474,788,3,5,262,0,226.77,0.0
475,239,1,1,81,91,257.31,23415.21
476,242,2,4,1,91,233.44,21243.04
476,242,2,4,4,91,233.44,21243.04
477,168,3,2,61,46,226.77,10431.42
478,240,4,1,82,46,225.18,10358.28
479,241,3,2,1,20,226.77,4535.4
479,241,3,2,4,20,226.77,4535.4
480,239,1,1,81,39,257.31,10035.09
481,242,2,4,1,39,233.44,9104.16
481,242,2,4,4,39,233.44,9104.16
482,243,1,4,1,0,55.95,0.0
482,243,1,4,4,0,55.95,0.0
483,332,5,,106,0,55.95,0.0
484,244,4,,1,0,225.18,0.0
484,244,4,,4,0,225.18,0.0
485,467,4,4,1,0,225.18,0.0
485,467,4,4,4,0,225.18,0.0
486,170,5,4,1,0,262.82,0.0
486,170,5,4,4,0,262.82,0.0
487,245,1,4,1,0,257.31,0.0
487,245,1,4,4,0,257.31,0.0
488,246,2,4,1,0,233.44,0.0
488,246,2,4,4,0,233.44,0.0
489,37,5,4,19,65,262.82,17083.3
490,179,5,1,1,65,262.82,17083.3
490,179,5,1,4,65,262.82,17083.3
491,247,5,4,1,65,262.82,17083.3
491,247,5,4,4,65,262.82,17083.3
492,248,5,,1,80,262.82,21025.6
492,248,5,,4,80,262.82,21025.6
493,249,5,1,1,29,262.82,7621.78
493,249,5,1,4,29,262.82,7621.78
494,336,3,1,1,29,226.77,6576.33
494,336,3,1,4,29,226.77,6576.33
495,531,4,4,1,29,225.18,6530.22
495,531,4,4,4,29,225.18,6530.22
496,873,4,5,1,29,225.18,6530.22
496,873,4,5,4,29,225.18,6530.22
497,250,3,,1,27,226.77,6122.79
497,250,3,,4,27,226.77,6122.79
498,341,3,1,109,27,226.77,6122.79
499,538,5,5,1,27,262.82,7096.14
499,538,5,5,4,27,262.82,7096.14
500,251,3,1,1,59,226.77,13379.43
500,251,3,1,4,59,226.77,13379.43
501,57,2,,25,0,233.44,0.0
502,252,2,5,1,0,233.44,0.0
502,252,2,5,4,0,233.44,0.0
503,523,5,,171,0,262.82,0.0
504,253,5,,1,0,262.82,0.0
504,253,5,,4,0,262.82,0.0
505,254,5,,1,0,262.82,0.0
505,254,5,,4,0,262.82,0.0
506,441,4,5,147,0,225.18,0.0
507,867,4,,1,0,225.18,0.0
507,867,4,,4,0,225.18,0.0
508,255,1,4,1,0,257.31,0.0
508,255,1,4,4,0,257.31,0.0
509,669,2,,1,0,233.44,0.0
509,669,2,,4,0,233.44,0.0
510,256,1,,83,0,257.31,0.0
511,582,1,5,187,0,257.31,0.0
512,257,4,,84,0,225.18,0.0
513,258,1,1,1,4,257.31,1029.24
513,258,1,1,4,4,257.31,1029.24
514,294,5,,1,4,262.82,1051.28
514,294,5,,4,4,262.82,1051.28
515,259,1,,1,0,257.31,0.0
515,259,1,,4,0,257.31,0.0
516,260,3,2,1,0,60.11,0.0
516,260,3,2,4,0,60.11,0.0
517,370,4,2,1,0,60.11,0.0
517,370,4,2,4,0,60.11,0.0
518,763,2,1,1,0,60.11,0.0
518,763,2,1,4,0,60.11,0.0
519,261,2,2,1,0,233.44,0.0
519,261,2,2,4,0,233.44,0.0
520,929,5,1,1,0,262.82,0.0
520,929,5,1,4,0,262.82,0.0
521,262,5,2,1,0,262.82,0.0
521,262,5,2,4,0,262.82,0.0
522,263,3,1,1,12,226.77,2721.24
522,263,3,1,4,12,226.77,2721.24
523,264,1,,85,51,257.31,13122.81
524,265,3,4,1,0,226.77,0.0
524,265,3,4,4,0,226.77,0.0
525,266,3,,1,0,226.77,0.0
525,266,3,,4,0,226.77,0.0
526,267,1,,1,0,257.31,0.0
526,267,1,,4,0,257.31,0.0
527,268,1,5,86,0,257.31,0.0
528,269,3,2,87,0,226.77,0.0
529,938,3,1,1,0,226.77,0.0
529,938,3,1,4,0,226.77,0.0
530,270,1,4,1,0,257.31,0.0
530,270,1,4,4,0,257.31,0.0
531,151,4,1,1,89,225.18,20041.02
531,151,4,1,4,89,225.18,20041.02
532,271,1,1,88,89,257.31,22900.59
533,558,2,1,1,89,233.44,20776.16
533,558,2,1,4,89,233.44,20776.16
534,133,2,5,1,85,233.44,19842.4
534,133,2,5,4,85,233.44,19842.4
535,272,2,,1,85,233.44,19842.4
535,272,2,,4,85,233.44,19842.4
536,528,4,5,1,85,225.18,19140.3
536,528,4,5,4,85,225.18,19140.3
537,273,5,5,89,0,262.82,0.0
538,298,1,5,1,0,257.31,0.0
538,298,1,5,4,0,257.31,0.0
539,35,2,1,17,0,233.44,0.0
540,274,5,1,1,0,262.82,0.0
540,274,5,1,4,0,262.82,0.0
541,596,4,5,1,0,225.18,0.0
541,596,4,5,4,0,225.18,0.0
542,275,5,5,1,100,262.82,26282.0
542,275,5,5,4,100,262.82,26282.0
543,522,2,2,1,100,233.44,23344.0
543,522,2,2,4,100,233.44,23344.0
544,276,2,,1,0,233.44,0.0
544,276,2,,4,0,233.44,0.0
545,988,5,,1,0,262.82,0.0
545,988,5,,4,0,262.82,0.0
546,277,2,5,1,0,233.44,0.0
546,277,2,5,4,0,233.44,0.0
547,278,1,1,1,0,3.52,0.0
547,278,1,1,4,0,3.52,0.0
548,279,4,1,90,0,225.18,0.0
549,346,5,1,1,0,262.82,0.0
549,346,5,1,4,0,262.82,0.0
550,280,1,5,1,0,257.31,0.0
550,280,1,5,4,0,257.31,0.0
551,281,2,4,91,0,402.54,0.0
552,852,5,4,285,0,402.54,0.0
553,282,3,2,92,0,487.36,0.0
554,283,1,1,1,0,257.31,0.0
554,283,1,1,4,0,257.31,0.0
555,747,3,1,1,0,226.77,0.0
555,747,3,1,4,0,226.77,0.0
556,284,3,5,1,0,226.77,0.0
556,284,3,5,4,0,226.77,0.0
557,358,3,1,115,0,226.77,0.0
558,941,4,2,311,0,225.18,0.0
559,20,3,,1,28,226.77,6349.56
559,20,3,,4,28,226.77,6349.56
560,285,1,4,1,28,257.31,7204.68
560,285,1,4,4,28,257.31,7204.68
561,286,1,,93,0,257.31,0.0
562,287,1,4,1,0,257.31,0.0
562,287,1,4,4,0,257.31,0.0
563,444,3,1,1,0,226.77,0.0
563,444,3,1,4,0,226.77,0.0
564,579,1,5,1,0,257.31,0.0
564,579,1,5,4,0,257.31,0.0
565,288,3,1,49,0,226.77,0.0
566,800,3,1,1,0,226.77,0.0
566,800,3,1,4,0,226.77,0.0
567,89,2,,40,0,233.44,0.0
568,289,2,5,1,0,233.44,0.0
568,289,2,5,4,0,233.44,0.0
569,322,5,4,1,0,262.82,0.0
569,322,5,4,4,0,262.82,0.0
570,105,4,1,1,0,225.18,0.0
570,105,4,1,4,0,225.18,0.0
571,193,3,,1,0,226.77,0.0
571,193,3,,4,0,226.77,0.0
572,290,5,,94,0,262.82,0.0
573,473,1,,157,0,257.31,0.0
574,187,1,1,1,8,257.31,2058.48
574,187,1,1,4,8,257.31,2058.48
575,291,5,5,1,8,262.82,2102.56
575,291,5,5,4,8,262.82,2102.56
576,11,2,,1,0,233.44,0.0
576,11,2,,4,0,233.44,0.0
577,292,5,5,95,0,262.82,0.0
578,49,3,2,1,89,226.77,20182.53
578,49,3,2,4,89,226.77,20182.53
579,293,3,,96,89,226.77,20182.53
580,570,5,,1,89,262.82,23390.98
580,570,5,,4,89,262.82,23390.98
581,258,1,1,1,54,257.31,13894.74
581,258,1,1,4,54,257.31,13894.74
582,294,5,,1,54,262.82,14192.28
582,294,5,,4,54,262.82,14192.28
583,104,3,4,1,5,226.77,1133.85
583,104,3,4,4,5,226.77,1133.85
584,295,5,5,1,5,262.82,1314.1
584,295,5,5,4,5,262.82,1314.1
585,296,2,2,1,1,233.44,233.44
585,296,2,2,4,1,233.44,233.44
586,297,2,2,97,48,233.44,11205.12
587,273,5,5,89,0,262.82,0.0
588,298,1,5,1,0,257.31,0.0
588,298,1,5,4,0,257.31,0.0
589,299,1,2,98,0,339.52,0.0
590,300,3,2,99,0,226.77,0.0
591,140,3,2,53,0,226.77,0.0
592,301,4,1,1,0,225.18,0.0
592,301,4,1,4,0,225.18,0.0
593,302,4,1,1,0,180.86,0.0
593,302,4,1,4,0,180.86,0.0
594,806,1,2,1,0,180.86,0.0
594,806,1,2,4,0,180.86,0.0
595,303,3,5,100,0,89.77,0.0
596,304,2,4,1,0,326.44,0.0
596,304,2,4,4,0,326.44,0.0
597,305,3,5,101,0,226.77,0.0
598,306,5,5,1,0,262.82,0.0
598,306,5,5,4,0,262.82,0.0
599,431,4,2,144,0,225.18,0.0
600,33,5,4,1,7,262.82,1839.74
600,33,5,4,4,7,262.82,1839.74
601,146,2,1,1,7,233.44,1634.08
601,146,2,1,4,7,233.44,1634.08
602,307,3,4,1,7,226.77,1587.39
602,307,3,4,4,7,226.77,1587.39
603,906,1,2,1,7,257.31,1801.17
603,906,1,2,4,7,257.31,1801.17
604,920,1,4,1,7,257.31,1801.17
604,920,1,4,4,7,257.31,1801.17
605,308,3,1,1,38,365.03,13871.14
605,308,3,1,4,38,365.03,13871.14
606,957,2,1,321,38,365.03,13871.14
607,309,5,1,1,61,262.82,16032.02
607,309,5,1,4,61,262.82,16032.02
608,328,3,1,105,61,226.77,13832.97
609,985,4,5,1,61,225.18,13735.98
609,985,4,5,4,61,225.18,13735.98
610,310,4,4,1,95,225.18,21392.1
610,310,4,4,4,95,225.18,21392.1
611,311,2,1,1,34,320.02,10880.68
611,311,2,1,4,34,320.02,10880.68
612,312,5,5,102,0,262.82,0.0
613,409,4,5,1,0,225.18,0.0
613,409,4,5,4,0,225.18,0.0
614,313,1,2,1,0,257.31,0.0
614,313,1,2,4,0,257.31,0.0
615,314,1,4,1,0,336.0,0.0
615,314,1,4,4,0,336.0,0.0
616,315,4,4,1,0,225.18,0.0
616,315,4,4,4,0,225.18,0.0
617,657,2,2,216,0,233.44,0.0
618,678,5,4,1,0,262.82,0.0
618,678,5,4,4,0,262.82,0.0
619,960,1,1,1,0,257.31,0.0
619,960,1,1,4,0,257.31,0.0
620,81,4,1,1,53,225.18,11934.54
620,81,4,1,4,53,225.18,11934.54
621,316,5,2,1,53,262.82,13929.46
621,316,5,2,4,53,262.82,13929.46
622,317,1,,103,80,257.31,20584.8
623,318,4,2,104,0,225.18,0.0
624,232,5,,1,88,461.99,40655.12
624,232,5,,4,88,461.99,40655.12
625,319,4,2,1,88,461.99,40655.12
625,319,4,2,4,88,461.99,40655.12
626,320,5,,1,0,262.82,0.0
626,320,5,,4,0,262.82,0.0
627,366,5,2,1,0,262.82,0.0
627,366,5,2,4,0,262.82,0.0
628,909,3,5,1,0,226.77,0.0
628,909,3,5,4,0,226.77,0.0
629,173,2,5,62,0,233.44,0.0
630,321,5,2,1,0,262.82,0.0
630,321,5,2,4,0,262.82,0.0
631,883,3,2,1,0,226.77,0.0
631,883,3,2,4,0,226.77,0.0
632,89,2,,40,0,233.44,0.0
633,289,2,5,1,0,233.44,0.0
633,289,2,5,4,0,233.44,0.0
634,322,5,4,1,0,262.82,0.0
634,322,5,4,4,0,262.82,0.0
635,323,4,4,1,82,225.18,18464.76
635,323,4,4,4,82,225.18,18464.76
636,324,1,4,1,0,257.31,0.0
636,324,1,4,4,0,257.31,0.0
637,325,4,4,1,0,225.18,0.0
637,325,4,4,4,0,225.18,0.0
638,326,3,,1,87,226.77,19728.99
638,326,3,,4,87,226.77,19728.99
639,327,5,,1,0,262.82,0.0
639,327,5,,4,0,262.82,0.0
640,309,5,1,1,0,262.82,0.0
640,309,5,1,4,0,262.82,0.0
641,328,3,1,105,0,226.77,0.0
642,985,4,5,1,0,225.18,0.0
642,985,4,5,4,0,225.18,0.0
643,329,4,,1,76,225.18,17113.68
643,329,4,,4,76,225.18,17113.68
644,839,3,,282,76,226.77,17234.52
645,330,1,5,1,0,257.31,0.0
645,330,1,5,4,0,257.31,0.0
646,480,2,4,1,0,233.44,0.0
646,480,2,4,4,0,233.44,0.0
647,557,2,1,180,0,233.44,0.0
648,640,1,2,1,0,257.31,0.0
648,640,1,2,4,0,257.31,0.0
649,331,1,,1,0,257.31,0.0
649,331,1,,4,0,257.31,0.0
650,243,1,4,1,0,257.31,0.0
650,243,1,4,4,0,257.31,0.0
651,332,5,,106,0,262.82,0.0
652,333,2,1,107,15,233.44,3501.6
653,659,4,5,217,15,225.18,3377.7
654,334,4,1,1,0,225.18,0.0
654,334,4,1,4,0,225.18,0.0
655,743,4,5,1,0,225.18,0.0
655,743,4,5,4,0,225.18,0.0
656,335,2,4,108,33,233.44,7703.52
657,858,3,5,1,33,226.77,7483.41
657,858,3,5,4,33,226.77,7483.41
658,249,5,1,1,0,262.82,0.0
658,249,5,1,4,0,262.82,0.0
659,336,3,1,1,0,226.77,0.0
659,336,3,1,4,0,226.77,0.0
660,531,4,4,1,0,225.18,0.0
660,531,4,4,4,0,225.18,0.0
661,873,4,5,1,0,225.18,0.0
661,873,4,5,4,0,225.18,0.0
662,184,1,1,63,70,257.31,18011.7
663,337,4,4,1,70,225.18,15762.6
663,337,4,4,4,70,225.18,15762.6
664,338,2,,1,61,233.44,14239.84
664,338,2,,4,61,233.44,14239.84
665,339,3,5,1,0,27.7,0.0
665,339,3,5,4,0,27.7,0.0
666,621,4,5,198,0,27.7,0.0
667,194,5,1,65,27,262.82,7096.14
668,340,2,5,1,27,233.44,6302.88
668,340,2,5,4,27,233.44,6302.88
669,250,3,,1,0,226.77,0.0
669,250,3,,4,0,226.77,0.0
670,341,3,1,109,0,226.77,0.0
671,538,5,5,1,0,262.82,0.0
671,538,5,5,4,0,262.82,0.0
672,342,5,4,110,0,262.82,0.0
673,343,3,,1,0,226.77,0.0
673,343,3,,4,0,226.77,0.0
674,680,3,5,225,0,226.77,0.0
675,914,3,2,1,0,226.77,0.0
675,914,3,2,4,0,226.77,0.0
676,344,2,5,111,65,233.44,15173.6
677,374,5,2,1,65,262.82,17083.3
677,374,5,2,4,65,262.82,17083.3
678,345,5,4,1,0,338.5,0.0
678,345,5,4,4,0,338.5,0.0
679,279,4,1,90,0,225.18,0.0
680,346,5,1,1,0,262.82,0.0
680,346,5,1,4,0,262.82,0.0
681,347,2,2,1,0,233.44,0.0
681,347,2,2,4,0,233.44,0.0
682,536,5,,1,0,262.82,0.0
682,536,5,,4,0,262.82,0.0
683,635,3,4,206,0,226.77,0.0
684,671,4,2,1,0,225.18,0.0
684,671,4,2,4,0,225.18,0.0
685,348,3,,112,0,180.82,0.0
686,876,1,,89,0,180.82,0.0
687,75,3,4,34,0,226.77,0.0
688,349,5,4,1,0,262.82,0.0
688,349,5,4,4,0,262.82,0.0
689,885,1,5,294,0,257.31,0.0
690,350,2,1,113,0,404.37,0.0
691,17,3,,10,0,226.77,0.0
692,351,4,4,1,0,225.18,0.0
692,351,4,4,4,0,225.18,0.0
693,154,2,,1,0,174.65,0.0
693,154,2,,4,0,174.65,0.0
694,352,5,2,114,0,174.65,0.0
695,353,1,4,1,0,367.3,0.0
695,353,1,4,4,0,367.3,0.0
696,354,1,4,1,0,257.31,0.0
696,354,1,4,4,0,257.31,0.0
697,748,2,5,1,0,233.44,0.0
697,748,2,5,4,0,233.44,0.0
698,53,3,4,1,0,226.77,0.0
698,53,3,4,4,0,226.77,0.0
699,199,5,,1,0,262.82,0.0
699,199,5,,4,0,262.82,0.0
700,355,5,4,1,0,262.82,0.0
700,355,5,4,4,0,262.82,0.0
701,356,2,,1,0,409.29,0.0
701,356,2,,4,0,409.29,0.0
702,162,1,5,1,0,366.21,0.0
702,162,1,5,4,0,366.21,0.0
703,357,2,5,1,0,366.21,0.0
703,357,2,5,4,0,366.21,0.0
704,434,3,,1,0,366.21,0.0
704,434,3,,4,0,366.21,0.0
705,284,3,5,1,0,226.77,0.0
705,284,3,5,4,0,226.77,0.0
706,358,3,1,115,0,226.77,0.0
707,941,4,2,311,0,225.18,0.0
708,359,5,1,116,0,262.82,0.0
709,360,3,5,117,52,226.77,11792.04
710,114,4,4,46,0,225.18,0.0
711,361,1,1,1,0,257.31,0.0
711,361,1,1,4,0,257.31,0.0
712,362,5,2,118,30,263.32,7899.6
713,178,5,,1,0,262.82,0.0
713,178,5,,4,0,262.82,0.0
714,363,2,1,1,0,233.44,0.0
714,363,2,1,4,0,233.44,0.0
715,367,1,5,120,0,257.31,0.0
716,731,4,,240,0,225.18,0.0
717,364,1,1,1,14,257.31,3602.34
717,364,1,1,4,14,257.31,3602.34
718,617,5,5,1,14,262.82,3679.48
718,617,5,5,4,14,262.82,3679.48
719,775,2,2,1,14,233.44,3268.16
719,775,2,2,4,14,233.44,3268.16
720,365,1,4,119,95,257.31,24444.45
721,320,5,,1,23,262.82,6044.86
721,320,5,,4,23,262.82,6044.86
722,366,5,2,1,23,262.82,6044.86
722,366,5,2,4,23,262.82,6044.86
723,909,3,5,1,23,226.77,5215.71
723,909,3,5,4,23,226.77,5215.71
724,178,5,,1,31,262.82,8147.42
724,178,5,,4,31,262.82,8147.42
725,363,2,1,1,31,233.44,7236.64
725,363,2,1,4,31,233.44,7236.64
726,367,1,5,120,31,257.31,7976.61
727,731,4,,240,31,225.18,6980.58
728,368,5,4,1,28,262.82,7358.96
728,368,5,4,4,28,262.82,7358.96
729,450,1,1,149,28,257.31,7204.68
730,848,2,,1,28,233.44,6536.32
730,848,2,,4,28,233.44,6536.32
731,369,1,5,121,8,464.09,3712.72
732,677,4,2,1,8,464.09,3712.72
732,677,4,2,4,8,464.09,3712.72
733,260,3,2,1,0,226.77,0.0
733,260,3,2,4,0,226.77,0.0
734,370,4,2,1,0,225.18,0.0
734,370,4,2,4,0,225.18,0.0
735,763,2,1,1,0,233.44,0.0
735,763,2,1,4,0,233.44,0.0
736,371,2,1,1,0,156.54,0.0
736,371,2,1,4,0,156.54,0.0
737,641,3,1,208,0,156.54,0.0
738,128,3,2,1,0,226.77,0.0
738,128,3,2,4,0,226.77,0.0
739,372,3,1,1,0,226.77,0.0
739,372,3,1,4,0,226.77,0.0
740,373,2,,1,73,233.44,17041.12
740,373,2,,4,73,233.44,17041.12
741,344,2,5,111,69,233.44,16107.36
742,374,5,2,1,69,262.82,18134.58
742,374,5,2,4,69,262.82,18134.58
743,375,5,,1,66,262.82,17346.12
743,375,5,,4,66,262.82,17346.12
744,376,2,5,1,0,233.44,0.0
744,376,2,5,4,0,233.44,0.0
745,625,5,2,199,0,262.82,0.0
746,377,3,,1,0,226.77,0.0
746,377,3,,4,0,226.77,0.0
747,764,5,2,252,0,262.82,0.0
748,378,5,1,122,0,262.82,0.0
749,593,5,,1,0,262.82,0.0
749,593,5,,4,0,262.82,0.0
750,379,3,1,123,97,347.75,33731.75
751,712,1,2,1,97,347.75,33731.75
751,712,1,2,4,97,347.75,33731.75
752,802,1,5,270,97,347.75,33731.75
753,380,5,,124,0,262.82,0.0
754,381,5,1,1,0,262.82,0.0
754,381,5,1,4,0,262.82,0.0
755,572,1,4,1,0,257.31,0.0
755,572,1,4,4,0,257.31,0.0
756,236,2,,1,0,233.44,0.0
756,236,2,,4,0,233.44,0.0
757,382,2,4,1,0,233.44,0.0
757,382,2,4,4,0,233.44,0.0
758,548,1,,178,0,257.31,0.0
759,869,5,1,1,0,262.82,0.0
759,869,5,1,4,0,262.82,0.0
760,165,2,5,59,0,83.97,0.0
761,383,3,5,125,0,83.97,0.0
762,384,3,4,126,31,226.77,7029.87
763,598,4,2,1,31,225.18,6980.58
763,598,4,2,4,31,225.18,6980.58
764,604,4,5,1,31,225.18,6980.58
764,604,4,5,4,31,225.18,6980.58
765,660,5,1,1,31,262.82,8147.42
765,660,5,1,4,31,262.82,8147.42
766,78,4,4,1,0,225.18,0.0
766,78,4,4,4,0,225.18,0.0
767,385,2,2,1,0,233.44,0.0
767,385,2,2,4,0,233.44,0.0
768,643,5,1,209,0,262.82,0.0
769,386,3,4,1,54,226.77,12245.58
769,386,3,4,4,54,226.77,12245.58
770,387,2,4,1,18,233.44,4201.92
770,387,2,4,4,18,233.44,4201.92
771,229,5,5,77,0,388.46,0.0
772,388,5,4,1,0,388.46,0.0
772,388,5,4,4,0,388.46,0.0
773,389,1,1,1,0,257.31,0.0
773,389,1,1,4,0,257.31,0.0
774,390,1,5,1,0,257.31,0.0
774,390,1,5,4,0,257.31,0.0
775,391,4,5,1,0,225.18,0.0
775,391,4,5,4,0,225.18,0.0
776,392,4,5,1,0,225.18,0.0
776,392,4,5,4,0,225.18,0.0
777,943,2,2,312,0,233.44,0.0
778,393,4,4,1,0,328.69,0.0
778,393,4,4,4,0,328.69,0.0
779,394,3,5,1,50,78.58,3929.0
779,394,3,5,4,50,78.58,3929.0
780,721,1,4,1,50,78.58,3929.0
780,721,1,4,4,50,78.58,3929.0
781,395,1,1,127,0,257.31,0.0
782,642,2,5,1,0,233.44,0.0
782,642,2,5,4,0,233.44,0.0
783,396,4,2,128,0,225.18,0.0
784,438,4,4,145,0,225.18,0.0
785,397,3,1,129,0,102.7,0.0
786,606,4,1,1,0,102.7,0.0
786,606,4,1,4,0,102.7,0.0
787,398,1,2,1,100,257.31,25731.0
787,398,1,2,4,100,257.31,25731.0
788,399,2,1,1,0,233.44,0.0
788,399,2,1,4,0,233.44,0.0
789,637,3,4,207,0,226.77,0.0
790,52,2,1,1,0,233.44,0.0
790,52,2,1,4,0,233.44,0.0
791,144,1,2,54,0,257.31,0.0
792,400,5,5,1,0,262.82,0.0
792,400,5,5,4,0,262.82,0.0
793,668,4,,221,0,225.18,0.0
794,921,4,5,1,0,225.18,0.0
794,921,4,5,4,0,225.18,0.0
795,50,5,5,23,0,262.82,0.0
796,401,2,4,130,0,233.44,0.0
797,402,5,4,1,0,217.65,0.0
797,402,5,4,4,0,217.65,0.0
798,618,2,1,197,0,217.65,0.0
799,403,2,5,131,0,223.38,0.0
800,404,4,,132,47,225.18,10583.46
801,498,5,4,1,47,262.82,12352.54
801,498,5,4,4,47,262.82,12352.54
802,405,2,,1,0,233.44,0.0
802,405,2,,4,0,233.44,0.0
803,12,2,,7,0,25.31,0.0
804,15,2,1,1,0,25.31,0.0
804,15,2,1,4,0,25.31,0.0
805,406,3,5,1,0,25.31,0.0
805,406,3,5,4,0,25.31,0.0
806,407,5,5,1,0,262.82,0.0
806,407,5,5,4,0,262.82,0.0
807,529,3,1,1,0,226.77,0.0
807,529,3,1,4,0,226.77,0.0
808,855,5,,1,0,262.82,0.0
808,855,5,,4,0,262.82,0.0
809,408,1,5,133,0,257.31,0.0
810,770,2,5,1,0,233.44,0.0
810,770,2,5,4,0,233.44,0.0
811,312,5,5,102,0,262.82,0.0
812,409,4,5,1,0,225.18,0.0
812,409,4,5,4,0,225.18,0.0
813,185,2,4,1,89,312.19,27784.91
813,185,2,4,4,89,312.19,27784.91
814,410,1,1,1,89,312.19,27784.91
814,410,1,1,4,89,312.19,27784.91
815,411,1,5,134,0,257.31,0.0
816,429,2,1,33,0,233.44,0.0
817,412,1,,135,0,257.31,0.0
818,18,5,5,11,0,262.82,0.0
819,413,4,5,1,0,225.18,0.0
819,413,4,5,4,0,225.18,0.0
820,414,1,2,136,82,257.31,21099.42
821,415,1,5,137,73,331.69,24213.37
822,750,5,4,248,73,331.69,24213.37
823,416,2,,138,43,233.44,10037.92
824,490,3,,1,43,226.77,9751.11
824,490,3,,4,43,226.77,9751.11
825,896,2,2,299,43,233.44,10037.92
826,417,2,5,1,0,233.44,0.0
826,417,2,5,4,0,233.44,0.0
827,418,4,5,1,40,126.49,5059.6
827,418,4,5,4,40,126.49,5059.6
828,696,3,,1,40,126.49,5059.6
828,696,3,,4,40,126.49,5059.6
829,207,4,2,1,0,225.18,0.0
829,207,4,2,4,0,225.18,0.0
830,419,1,1,139,0,257.31,0.0
831,420,3,1,1,0,226.77,0.0
831,420,3,1,4,0,226.77,0.0
832,719,5,2,1,0,262.82,0.0
832,719,5,2,4,0,262.82,0.0
833,421,2,2,140,0,233.44,0.0
834,422,2,2,1,0,379.4,0.0
834,422,2,2,4,0,379.4,0.0
835,423,2,2,1,0,233.44,0.0
835,423,2,2,4,0,233.44,0.0
