student_id,major_id,date_id,Grade
838,4.0,210.0,D
839,3.0,211.0,A
840,5.0,,C
841,,212.0,D
842,5.0,,A+
843,3.0,213.0,A
844,4.0,,Z
845,4.0,1.0,A
845,4.0,3.0,A
845,4.0,5.0,A
846,,,C
847,,,F
848,,214.0,B
849,5.0,,Z
850,,215.0,C
851,3.0,216.0,B
852,4.0,1.0,D
852,4.0,3.0,D
852,4.0,5.0,D
853,6.0,217.0,D
854,1.0,,C
855,1.0,,B
856,4.0,,C
857,4.0,215.0,Z
858,6.0,1.0,A
858,6.0,3.0,A
858,6.0,5.0,A
859,5.0,,F
860,1.0,,A+
861,,,A+
862,4.0,,B
863,4.0,218.0,A+
864,4.0,219.0,A
865,5.0,,Z
866,4.0,220.0,Z
867,3.0,1.0,A
867,3.0,3.0,A
867,3.0,5.0,A
868,1.0,,A
869,1.0,,A
870,6.0,221.0,F
871,5.0,222.0,A
872,4.0,,A+
873,4.0,,A
874,3.0,1.0,F
874,3.0,3.0,F
874,3.0,5.0,F
875,6.0,1.0,A
875,6.0,3.0,A
875,6.0,5.0,A
876,1.0,,C
877,1.0,,F
878,1.0,,C
879,1.0,,F
880,4.0,1.0,A
880,4.0,3.0,A
880,4.0,5.0,A
881,1.0,,B
882,4.0,223.0,A+
883,,,Z
884,1.0,,Z
885,6.0,1.0,D
885,6.0,3.0,D
885,6.0,5.0,D
886,1.0,224.0,D
887,,,D
888,3.0,225.0,A+
889,6.0,,A
890,3.0,1.0,F
890,3.0,3.0,F
890,3.0,5.0,F
891,5.0,1.0,F
891,5.0,3.0,F
891,5.0,5.0,F
892,6.0,1.0,Z
892,6.0,3.0,Z
892,6.0,5.0,Z
893,,,A
894,1.0,1.0,A+
894,1.0,3.0,A+
894,1.0,5.0,A+
895,5.0,,D
896,6.0,1.0,C
896,6.0,3.0,C
896,6.0,5.0,C
897,4.0,226.0,Z
898,3.0,227.0,D
899,4.0,1.0,A+
899,4.0,3.0,A+
899,4.0,5.0,A+
900,1.0,228.0,A+
901,3.0,,Z
902,4.0,229.0,C
903,6.0,1.0,F
903,6.0,3.0,F
903,6.0,5.0,F
904,4.0,,B
905,1.0,1.0,A
905,1.0,3.0,A
905,1.0,5.0,A
906,6.0,,Z
907,,230.0,Z
908,4.0,1.0,A
908,4.0,3.0,A
908,4.0,5.0,A
909,5.0,1.0,B
909,5.0,3.0,B
909,5.0,5.0,B
910,,,F
911,5.0,1.0,Z
911,5.0,3.0,Z
911,5.0,5.0,Z
912,1.0,,B
521,4.0,1.0,D
521,4.0,3.0,D
521,4.0,5.0,D
913,4.0,1.0,D
913,4.0,3.0,D
913,4.0,5.0,D
914,6.0,,C
915,4.0,1.0,D
915,4.0,3.0,D
915,4.0,5.0,D
916,,,A+
917,4.0,,C
825,5.0,231.0,A+
918,5.0,231.0,A+
919,,232.0,D
920,1.0,,B
921,4.0,,B
922,6.0,233.0,A
923,,234.0,Z
924,,,A
925,6.0,235.0,F
926,5.0,1.0,A+
926,5.0,3.0,A+
926,5.0,5.0,A+
927,5.0,,F
928,4.0,236.0,B
929,3.0,,A+
930,,,F
931,4.0,237.0,A+
932,,,B
933,,1.0,A
933,,3.0,A
933,,5.0,A
934,5.0,,A
935,4.0,1.0,D
935,4.0,3.0,D
935,4.0,5.0,D
936,6.0,,Z
937,,238.0,D
938,5.0,239.0,F
939,5.0,,C
940,3.0,,F
941,,,D
942,3.0,,Z
943,6.0,240.0,F
944,4.0,1.0,F
944,4.0,3.0,F
944,4.0,5.0,F
945,6.0,241.0,F
946,1.0,,A+
947,4.0,242.0,B
948,,,A+
949,3.0,,D
950,6.0,,Z
951,3.0,243.0,B
952,1.0,,A
953,3.0,1.0,B
953,3.0,3.0,B
953,3.0,5.0,B
954,1.0,,B
955,,244.0,Z
956,,,A+
957,5.0,,C
958,4.0,,D
959,4.0,,F
960,6.0,,C
961,1.0,,D
962,1.0,,F
963,1.0,,Z
964,4.0,,C
965,1.0,,Z
966,3.0,,C
967,6.0,1.0,A+
967,6.0,3.0,A+
967,6.0,5.0,A+
968,5.0,245.0,A
969,5.0,,F
970,4.0,,A+
971,4.0,,A+
972,4.0,,D
188,4.0,1.0,F
188,4.0,3.0,F
188,4.0,5.0,F
973,4.0,1.0,F
973,4.0,3.0,F
973,4.0,5.0,F
974,3.0,1.0,A+
974,3.0,3.0,A+
974,3.0,5.0,A+
975,,,C
976,,246.0,A
977,6.0,,A+
978,3.0,,B
979,4.0,,C
980,,1.0,A+
980,,3.0,A+
980,,5.0,A+
981,3.0,247.0,C
982,6.0,,B
983,3.0,1.0,C
983,3.0,3.0,C
983,3.0,5.0,C
984,4.0,,D
985,6.0,,D
986,,,D
987,1.0,1.0,B
987,1.0,3.0,B
987,1.0,5.0,B
988,6.0,,A
989,5.0,,D
990,5.0,,C
991,,248.0,D
992,3.0,249.0,Z
993,,,C
994,3.0,,F
995,3.0,,F
996,4.0,,C
997,4.0,,A+
998,1.0,1.0,F
998,1.0,3.0,F
998,1.0,5.0,F
999,6.0,,A
1000,,,D
